Customer_ID,Gender,Age,Income_Bracket,Employment_Type,Marital_Status,City,Education_Level,Preferred_Travel_Mode,Preferred_Travel_Season,Travel_Purpose,Booking_Method,Has_Traveled_Abroad,Frequent_Traveler,Has_Children,Credit_Card_Holder,Internet_Usage,Social_Media_Usage,Travel_Insurance_Awareness,Purchased_Travel_Plan
4155,Male,30,3-6 LPA,Student,Single,Hyderabad,High School,Train,Monsoon,Business,Online,No,No,Yes,Yes,Low,Medium,Not Aware,0
4156,Female,40,3-6 LPA,Salaried,Married,Chennai,Post-Graduate,Flight,Summer,Family Visit,Online,No,No,No,Yes,High,Medium,Aware,1
4157,Female,56,6-10 LPA,Salaried,Married,Hyderabad,Graduate,Bus,Summer,Leisure,Online,No,Yes,No,No,Low,Medium,Aware,1
4158,Female,48,<3 LPA,Salaried,Married,Bangalore,Doctorate,Own Vehicle,Summer,Business,Online,No,No,Yes,No,High,Low,Aware,0
4159,Female,44,10-15 LPA,Student,Married,Delhi,Post-Graduate,Flight,Winter,Leisure,Direct Booking,Yes,No,Yes,No,Medium,High,Not Aware,0
4160,Male,25,3-6 LPA,Salaried,Single,Bangalore,Post-Graduate,Own Vehicle,Winter,Family Visit,Offline Agent,Yes,Yes,No,No,Medium,Medium,Not Aware,1
4161,Male,57,6-10 LPA,Salaried,Single,Chennai,Graduate,Flight,Summer,Leisure,Offline Agent,No,No,Yes,Yes,Medium,Medium,Not Aware,1
4162,Female,32,<3 LPA,Self-Employed,Married,Delhi,High School,Flight,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Not Aware,1
4163,Male,55,3-6 LPA,Self-Employed,Married,Chennai,Post-Graduate,Flight,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Aware,1
4164,Female,60,3-6 LPA,Unemployed,Divorced,Pune,High School,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,No,High,Medium,Aware,0
4165,Female,22,10-15 LPA,Self-Employed,Divorced,Delhi,Graduate,Flight,Monsoon,Family Visit,Offline Agent,Yes,No,No,Yes,Medium,Low,Not Aware,1
4166,Male,59,10-15 LPA,Student,Single,Hyderabad,Post-Graduate,Bus,Monsoon,Business,Online,Yes,No,Yes,No,Medium,Medium,Aware,1
4167,Female,29,3-6 LPA,Self-Employed,Married,Mumbai,Graduate,Bus,Monsoon,Family Visit,Online,No,No,No,No,Low,Medium,Aware,0
4168,Female,42,6-10 LPA,Student,Married,Kolkata,High School,Bus,Summer,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
4169,Male,25,3-6 LPA,Salaried,Single,Mumbai,Graduate,Flight,Winter,Leisure,Online,No,No,No,No,Low,High,Aware,0
4170,Female,32,>15 LPA,Salaried,Single,Ahmedabad,Doctorate,Train,Summer,Family Visit,Direct Booking,No,No,No,No,High,Medium,Aware,1
4171,Female,21,>15 LPA,Unemployed,Married,Delhi,Doctorate,Train,Monsoon,Family Visit,Online,No,Yes,No,No,High,High,Not Aware,1
4172,Male,42,6-10 LPA,Self-Employed,Married,Pune,Post-Graduate,Bus,Monsoon,Pilgrimage,Online,No,Yes,Yes,No,Medium,High,Not Aware,1
4173,Female,58,6-10 LPA,Self-Employed,Married,Bangalore,Post-Graduate,Flight,Winter,Business,Direct Booking,No,No,Yes,No,Medium,Low,Aware,0
4174,Male,39,10-15 LPA,Salaried,Married,Delhi,High School,Own Vehicle,Winter,Leisure,Direct Booking,No,Yes,No,No,Medium,High,Not Aware,1
4175,Female,36,6-10 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,No,Yes,High,High,Aware,0
4176,Male,51,6-10 LPA,Self-Employed,Single,Kolkata,Graduate,Bus,Monsoon,Pilgrimage,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
4177,Male,23,>15 LPA,Salaried,Married,Ahmedabad,High School,Flight,Winter,Pilgrimage,Online,No,No,Yes,Yes,High,Medium,Aware,1
4178,Male,43,6-10 LPA,Salaried,Married,Ahmedabad,Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,Yes,Low,High,Aware,0
4179,Female,38,6-10 LPA,Salaried,Married,Bangalore,High School,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
4180,Male,46,10-15 LPA,Self-Employed,Married,Delhi,Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
4181,Male,33,6-10 LPA,Self-Employed,Divorced,Pune,High School,Train,Summer,Family Visit,Online,No,Yes,Yes,Yes,Medium,High,Not Aware,1
4182,Male,38,6-10 LPA,Unemployed,Single,Kolkata,Graduate,Train,Monsoon,Leisure,Online,Yes,Yes,No,No,High,High,Aware,1
4183,Male,23,3-6 LPA,Self-Employed,Divorced,Kolkata,Post-Graduate,Own Vehicle,Summer,Pilgrimage,Online,Yes,No,Yes,Yes,Low,High,Aware,0
4184,Male,43,3-6 LPA,Student,Married,Pune,Graduate,Flight,Monsoon,Leisure,Offline Agent,No,No,No,No,Medium,Medium,Aware,0
4185,Female,23,<3 LPA,Self-Employed,Married,Delhi,High School,Own Vehicle,Summer,Leisure,Offline Agent,No,No,Yes,Yes,Medium,Low,Aware,0
4186,Female,45,6-10 LPA,Self-Employed,Single,Chennai,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,No,No,Medium,Low,Aware,0
4187,Female,47,3-6 LPA,Salaried,Single,Hyderabad,Post-Graduate,Train,Summer,Leisure,Direct Booking,No,No,Yes,Yes,High,Medium,Aware,0
4188,Female,47,>15 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Monsoon,Family Visit,Online,No,No,No,No,Medium,High,Not Aware,0
4189,Female,59,6-10 LPA,Self-Employed,Married,Pune,Graduate,Bus,Monsoon,Family Visit,Online,No,No,No,No,Medium,High,Not Aware,0
4190,Female,45,10-15 LPA,Salaried,Married,Mumbai,High School,Flight,Summer,Leisure,Direct Booking,No,Yes,Yes,No,High,High,Aware,1
4191,Female,44,3-6 LPA,Student,Married,Chennai,Graduate,Flight,Monsoon,Business,Online,No,No,No,Yes,Medium,Medium,Not Aware,1
4192,Male,28,10-15 LPA,Self-Employed,Married,Pune,Graduate,Train,Summer,Leisure,Offline Agent,No,No,Yes,Yes,High,High,Aware,1
4193,Female,29,6-10 LPA,Student,Single,Bangalore,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,No,High,Medium,Aware,0
4194,Male,57,6-10 LPA,Unemployed,Single,Kolkata,Graduate,Train,Winter,Business,Online,No,No,Yes,No,Medium,Low,Not Aware,0
4195,Male,50,3-6 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Flight,Summer,Family Visit,Direct Booking,Yes,No,No,No,Medium,Medium,Aware,0
4196,Female,39,6-10 LPA,Salaried,Single,Mumbai,High School,Train,Summer,Pilgrimage,Online,No,Yes,Yes,Yes,Medium,High,Not Aware,1
4197,Male,36,6-10 LPA,Self-Employed,Married,Ahmedabad,Post-Graduate,Flight,Winter,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,0
4198,Male,44,6-10 LPA,Salaried,Married,Hyderabad,High School,Flight,Monsoon,Leisure,Online,Yes,No,Yes,No,Low,Medium,Not Aware,0
4199,Male,41,>15 LPA,Salaried,Single,Delhi,Graduate,Flight,Summer,Pilgrimage,Online,No,No,No,Yes,Low,High,Aware,1
4200,Male,56,10-15 LPA,Student,Single,Chennai,Graduate,Flight,Winter,Leisure,Online,No,No,No,Yes,Medium,High,Not Aware,1
4201,Female,60,>15 LPA,Unemployed,Married,Hyderabad,Post-Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,No,Medium,High,Not Aware,0
4202,Female,59,6-10 LPA,Student,Divorced,Hyderabad,High School,Bus,Winter,Family Visit,Online,No,No,No,Yes,Medium,Medium,Aware,0
4203,Female,26,>15 LPA,Self-Employed,Single,Chennai,Graduate,Train,Winter,Business,Online,Yes,No,No,Yes,Low,Low,Not Aware,0
4204,Female,25,10-15 LPA,Salaried,Divorced,Hyderabad,High School,Bus,Summer,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
4205,Female,34,3-6 LPA,Self-Employed,Single,Ahmedabad,Graduate,Own Vehicle,Monsoon,Business,Online,No,Yes,Yes,No,Medium,High,Aware,1
4206,Female,24,3-6 LPA,Salaried,Single,Ahmedabad,Graduate,Bus,Summer,Business,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
4207,Female,28,3-6 LPA,Self-Employed,Married,Mumbai,High School,Train,Monsoon,Family Visit,Offline Agent,No,No,No,No,Medium,High,Not Aware,0
4208,Female,44,<3 LPA,Salaried,Married,Pune,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,Yes,No,No,Yes,Low,Medium,Aware,0
4209,Female,31,<3 LPA,Unemployed,Married,Ahmedabad,Post-Graduate,Bus,Winter,Business,Offline Agent,No,No,Yes,No,Low,High,Aware,0
4210,Female,37,<3 LPA,Student,Married,Chennai,Graduate,Own Vehicle,Winter,Pilgrimage,Direct Booking,No,No,Yes,No,Low,Medium,Not Aware,0
4211,Male,41,6-10 LPA,Self-Employed,Single,Hyderabad,Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,No,Yes,No,Medium,High,Aware,0
4212,Female,46,3-6 LPA,Unemployed,Married,Hyderabad,Graduate,Own Vehicle,Monsoon,Leisure,Direct Booking,No,No,Yes,No,High,Medium,Not Aware,0
4213,Male,47,3-6 LPA,Salaried,Married,Chennai,Post-Graduate,Train,Winter,Leisure,Online,No,Yes,No,Yes,High,High,Not Aware,1
4214,Male,36,10-15 LPA,Salaried,Married,Delhi,Graduate,Bus,Monsoon,Business,Online,No,Yes,No,No,High,Low,Not Aware,1
4215,Male,46,10-15 LPA,Student,Married,Ahmedabad,High School,Train,Winter,Family Visit,Online,No,No,No,No,High,Medium,Not Aware,0
4216,Male,53,>15 LPA,Unemployed,Single,Bangalore,Post-Graduate,Train,Winter,Leisure,Offline Agent,No,No,Yes,Yes,Medium,Medium,Not Aware,0
4217,Female,51,6-10 LPA,Self-Employed,Married,Chennai,High School,Bus,Summer,Leisure,Offline Agent,No,Yes,Yes,No,Low,Medium,Aware,1
4218,Male,26,3-6 LPA,Salaried,Divorced,Delhi,High School,Train,Monsoon,Family Visit,Online,No,No,No,Yes,High,Medium,Aware,0
4219,Female,28,3-6 LPA,Student,Single,Kolkata,Post-Graduate,Flight,Winter,Leisure,Online,Yes,Yes,Yes,No,Medium,Medium,Aware,1
4220,Female,27,3-6 LPA,Salaried,Single,Hyderabad,High School,Bus,Monsoon,Leisure,Offline Agent,No,No,No,No,High,Medium,Not Aware,0
4221,Male,54,3-6 LPA,Self-Employed,Single,Mumbai,High School,Flight,Monsoon,Family Visit,Online,No,No,No,Yes,Medium,Medium,Aware,1
4222,Female,34,3-6 LPA,Salaried,Married,Kolkata,Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,High,High,Not Aware,0
4223,Male,36,>15 LPA,Unemployed,Single,Pune,Post-Graduate,Bus,Winter,Family Visit,Online,Yes,Yes,Yes,No,High,Medium,Not Aware,1
4224,Male,29,<3 LPA,Salaried,Single,Hyderabad,High School,Train,Monsoon,Leisure,Offline Agent,No,No,Yes,Yes,High,High,Aware,0
4225,Female,30,<3 LPA,Student,Married,Hyderabad,Graduate,Train,Summer,Leisure,Online,No,No,Yes,No,High,High,Aware,0
4226,Female,37,<3 LPA,Salaried,Single,Kolkata,Graduate,Train,Summer,Leisure,Online,Yes,Yes,Yes,Yes,High,Medium,Not Aware,1
4227,Male,32,6-10 LPA,Salaried,Single,Delhi,Graduate,Own Vehicle,Winter,Business,Direct Booking,No,No,Yes,No,High,Medium,Not Aware,0
4228,Female,26,3-6 LPA,Unemployed,Married,Chennai,Post-Graduate,Bus,Summer,Family Visit,Online,Yes,No,Yes,No,Medium,High,Aware,0
4229,Female,39,3-6 LPA,Salaried,Single,Ahmedabad,Graduate,Own Vehicle,Summer,Business,Offline Agent,No,No,No,No,Medium,High,Aware,0
4230,Female,49,<3 LPA,Self-Employed,Single,Bangalore,Post-Graduate,Train,Winter,Leisure,Offline Agent,No,Yes,Yes,Yes,High,High,Aware,1
4231,Male,26,3-6 LPA,Salaried,Single,Bangalore,Graduate,Flight,Monsoon,Business,Online,No,No,No,No,Medium,High,Aware,0
4232,Male,45,<3 LPA,Student,Single,Ahmedabad,Graduate,Flight,Winter,Business,Direct Booking,No,No,No,Yes,High,Low,Not Aware,1
4233,Female,44,6-10 LPA,Salaried,Married,Chennai,Graduate,Bus,Winter,Family Visit,Online,Yes,No,Yes,Yes,High,High,Not Aware,0
4234,Female,45,<3 LPA,Salaried,Married,Pune,Post-Graduate,Own Vehicle,Summer,Leisure,Online,No,No,No,No,High,Medium,Aware,0
4235,Female,36,10-15 LPA,Self-Employed,Married,Ahmedabad,Graduate,Bus,Winter,Leisure,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
4236,Female,36,6-10 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,Low,Not Aware,0
4237,Female,26,6-10 LPA,Salaried,Single,Chennai,Post-Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
4238,Male,57,3-6 LPA,Student,Married,Mumbai,Post-Graduate,Flight,Winter,Business,Online,No,No,Yes,Yes,High,Low,Not Aware,1
4239,Female,41,3-6 LPA,Self-Employed,Single,Chennai,Doctorate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,Low,High,Not Aware,0
4240,Male,24,<3 LPA,Salaried,Single,Pune,Graduate,Train,Winter,Leisure,Direct Booking,No,Yes,No,No,Low,Medium,Aware,1
4241,Female,54,6-10 LPA,Self-Employed,Married,Mumbai,High School,Train,Monsoon,Leisure,Online,No,No,Yes,No,Low,High,Aware,0
4242,Male,48,6-10 LPA,Unemployed,Married,Chennai,Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,No,No,Yes,No,Medium,Low,Not Aware,0
4243,Female,58,3-6 LPA,Salaried,Married,Pune,Graduate,Train,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Low,Not Aware,0
4244,Male,48,6-10 LPA,Self-Employed,Married,Pune,Graduate,Flight,Winter,Leisure,Online,Yes,Yes,No,Yes,High,Low,Not Aware,1
4245,Female,37,10-15 LPA,Student,Single,Mumbai,Graduate,Train,Monsoon,Family Visit,Online,No,No,Yes,No,High,Low,Not Aware,0
4246,Male,34,10-15 LPA,Salaried,Divorced,Chennai,Graduate,Own Vehicle,Winter,Pilgrimage,Online,No,No,Yes,No,Medium,High,Aware,1
4247,Male,27,<3 LPA,Salaried,Divorced,Chennai,Graduate,Own Vehicle,Summer,Leisure,Online,Yes,Yes,Yes,Yes,High,High,Aware,1
4248,Male,42,6-10 LPA,Salaried,Single,Bangalore,Graduate,Flight,Summer,Pilgrimage,Online,No,Yes,Yes,No,Medium,High,Not Aware,1
4249,Male,21,<3 LPA,Student,Married,Hyderabad,Graduate,Own Vehicle,Summer,Leisure,Online,No,Yes,No,Yes,Medium,Low,Aware,1
4250,Male,49,6-10 LPA,Salaried,Married,Hyderabad,High School,Flight,Monsoon,Family Visit,Direct Booking,No,Yes,Yes,Yes,High,Low,Aware,1
4251,Male,51,3-6 LPA,Student,Married,Mumbai,Post-Graduate,Bus,Summer,Business,Direct Booking,No,No,No,Yes,Low,High,Not Aware,0
4252,Female,50,<3 LPA,Self-Employed,Single,Delhi,Graduate,Train,Winter,Leisure,Online,Yes,No,Yes,No,Low,Medium,Not Aware,0
4253,Male,35,10-15 LPA,Salaried,Married,Ahmedabad,Post-Graduate,Bus,Winter,Family Visit,Offline Agent,No,No,Yes,No,Medium,Low,Aware,1
4254,Female,38,6-10 LPA,Self-Employed,Single,Kolkata,Post-Graduate,Bus,Monsoon,Pilgrimage,Online,No,No,Yes,No,High,Medium,Not Aware,0
4255,Female,55,3-6 LPA,Unemployed,Married,Bangalore,Post-Graduate,Bus,Winter,Pilgrimage,Direct Booking,No,No,No,Yes,Medium,Low,Not Aware,0
4256,Female,50,<3 LPA,Salaried,Single,Ahmedabad,Graduate,Flight,Monsoon,Business,Offline Agent,No,No,Yes,Yes,Medium,High,Aware,1
4257,Female,54,6-10 LPA,Salaried,Married,Chennai,Post-Graduate,Train,Summer,Family Visit,Direct Booking,No,No,Yes,No,Medium,High,Not Aware,0
4258,Female,31,>15 LPA,Self-Employed,Married,Bangalore,High School,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,High,Low,Not Aware,0
4259,Male,47,6-10 LPA,Salaried,Married,Delhi,Graduate,Flight,Monsoon,Leisure,Offline Agent,No,No,No,No,High,Medium,Aware,0
4260,Male,44,>15 LPA,Salaried,Single,Bangalore,Graduate,Own Vehicle,Winter,Leisure,Offline Agent,No,No,Yes,Yes,Low,High,Not Aware,0
4261,Male,55,<3 LPA,Salaried,Married,Delhi,Graduate,Bus,Winter,Business,Online,No,No,No,No,Medium,High,Not Aware,0
4262,Female,59,6-10 LPA,Salaried,Single,Kolkata,Post-Graduate,Flight,Summer,Leisure,Direct Booking,No,No,Yes,No,Medium,Medium,Aware,0
4263,Male,28,10-15 LPA,Salaried,Married,Delhi,Graduate,Flight,Winter,Business,Online,No,No,Yes,Yes,Medium,Low,Aware,1
4264,Male,38,6-10 LPA,Student,Married,Delhi,Graduate,Flight,Winter,Leisure,Direct Booking,Yes,No,Yes,No,Low,High,Aware,0
4265,Male,33,<3 LPA,Unemployed,Married,Pune,Graduate,Flight,Winter,Family Visit,Offline Agent,No,Yes,Yes,No,High,High,Aware,1
4266,Male,44,6-10 LPA,Salaried,Married,Delhi,Graduate,Train,Winter,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
4267,Male,43,6-10 LPA,Salaried,Married,Delhi,Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,0
4268,Female,32,6-10 LPA,Salaried,Single,Chennai,Graduate,Flight,Summer,Family Visit,Online,No,No,No,Yes,Low,Medium,Aware,1
4269,Male,50,10-15 LPA,Salaried,Divorced,Bangalore,Graduate,Bus,Summer,Family Visit,Offline Agent,No,No,Yes,No,Medium,Medium,Aware,1
4270,Female,51,10-15 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Summer,Family Visit,Offline Agent,No,No,No,Yes,High,Medium,Aware,1
4271,Female,48,6-10 LPA,Salaried,Single,Hyderabad,Graduate,Train,Summer,Leisure,Direct Booking,No,No,No,No,High,Medium,Not Aware,0
4272,Female,42,3-6 LPA,Unemployed,Single,Ahmedabad,Graduate,Bus,Summer,Business,Online,No,No,No,Yes,High,High,Aware,0
4273,Female,48,3-6 LPA,Salaried,Married,Chennai,Graduate,Own Vehicle,Winter,Leisure,Offline Agent,Yes,No,No,No,Medium,High,Aware,0
4274,Female,33,10-15 LPA,Salaried,Divorced,Mumbai,High School,Own Vehicle,Monsoon,Family Visit,Offline Agent,Yes,No,No,No,High,Medium,Not Aware,0
4275,Male,45,>15 LPA,Salaried,Single,Kolkata,High School,Train,Summer,Leisure,Direct Booking,No,No,Yes,Yes,Low,Low,Not Aware,0
4276,Male,27,<3 LPA,Salaried,Divorced,Pune,Graduate,Bus,Monsoon,Pilgrimage,Online,No,No,No,No,Medium,High,Not Aware,0
4277,Male,26,6-10 LPA,Student,Single,Ahmedabad,Post-Graduate,Bus,Summer,Business,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
4278,Female,44,3-6 LPA,Salaried,Divorced,Delhi,High School,Flight,Monsoon,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,1
4279,Male,39,3-6 LPA,Unemployed,Married,Bangalore,Graduate,Own Vehicle,Winter,Leisure,Online,Yes,No,No,Yes,High,Medium,Aware,0
4280,Male,39,6-10 LPA,Salaried,Single,Delhi,Post-Graduate,Bus,Winter,Family Visit,Offline Agent,No,No,No,No,High,High,Aware,0
4281,Female,56,6-10 LPA,Self-Employed,Single,Pune,High School,Train,Winter,Leisure,Online,No,Yes,Yes,Yes,Low,Medium,Not Aware,1
4282,Female,29,<3 LPA,Unemployed,Married,Ahmedabad,Graduate,Bus,Monsoon,Business,Online,No,No,No,No,Medium,High,Aware,0
4283,Female,56,10-15 LPA,Salaried,Married,Delhi,Post-Graduate,Flight,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
4284,Female,58,10-15 LPA,Salaried,Divorced,Ahmedabad,High School,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,Yes,High,Medium,Not Aware,0
4285,Male,60,>15 LPA,Student,Married,Hyderabad,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,1
4286,Female,49,<3 LPA,Salaried,Married,Delhi,Graduate,Train,Summer,Leisure,Online,No,No,No,No,Low,Medium,Not Aware,0
4287,Female,44,6-10 LPA,Self-Employed,Divorced,Ahmedabad,High School,Bus,Winter,Business,Online,No,Yes,Yes,Yes,High,Low,Not Aware,1
4288,Male,25,3-6 LPA,Salaried,Married,Pune,High School,Flight,Summer,Leisure,Online,No,Yes,Yes,No,High,Medium,Not Aware,1
4289,Male,46,3-6 LPA,Salaried,Married,Bangalore,Graduate,Train,Summer,Pilgrimage,Online,No,Yes,Yes,No,High,High,Aware,1
4290,Female,34,6-10 LPA,Salaried,Married,Bangalore,Post-Graduate,Train,Winter,Leisure,Online,No,No,Yes,No,High,High,Aware,0
4291,Male,59,10-15 LPA,Unemployed,Divorced,Hyderabad,High School,Flight,Winter,Leisure,Online,No,Yes,Yes,No,High,Medium,Not Aware,1
4292,Female,49,<3 LPA,Salaried,Single,Chennai,Graduate,Train,Summer,Family Visit,Offline Agent,No,No,Yes,No,Medium,Medium,Aware,0
4293,Female,26,>15 LPA,Salaried,Married,Hyderabad,Graduate,Bus,Winter,Family Visit,Offline Agent,No,No,No,Yes,Low,Medium,Not Aware,0
4294,Male,27,10-15 LPA,Self-Employed,Married,Hyderabad,Graduate,Bus,Winter,Pilgrimage,Online,Yes,No,Yes,No,Low,High,Aware,1
4295,Male,57,10-15 LPA,Salaried,Married,Pune,Graduate,Bus,Winter,Leisure,Online,No,No,No,Yes,High,Medium,Aware,1
4296,Female,38,10-15 LPA,Salaried,Married,Delhi,High School,Train,Monsoon,Leisure,Online,No,No,Yes,No,High,Medium,Aware,1
4297,Female,43,3-6 LPA,Salaried,Married,Mumbai,Graduate,Train,Winter,Pilgrimage,Online,No,Yes,Yes,Yes,Medium,High,Aware,1
4298,Female,58,10-15 LPA,Student,Single,Kolkata,Graduate,Bus,Winter,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Not Aware,1
4299,Male,21,3-6 LPA,Self-Employed,Married,Chennai,Graduate,Bus,Summer,Family Visit,Offline Agent,Yes,Yes,Yes,No,Medium,Low,Not Aware,1
4300,Female,24,10-15 LPA,Salaried,Single,Chennai,Graduate,Own Vehicle,Summer,Leisure,Online,No,No,Yes,No,Low,Medium,Aware,1
4301,Female,55,<3 LPA,Salaried,Single,Pune,Post-Graduate,Flight,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,1
4302,Female,43,3-6 LPA,Self-Employed,Married,Chennai,Graduate,Bus,Summer,Pilgrimage,Online,No,No,Yes,No,Low,High,Aware,0
4303,Female,47,6-10 LPA,Student,Single,Delhi,Graduate,Train,Monsoon,Business,Offline Agent,No,No,Yes,Yes,Medium,High,Aware,0
4304,Female,46,3-6 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Flight,Winter,Business,Online,Yes,No,Yes,Yes,Low,High,Not Aware,1
4305,Male,28,3-6 LPA,Salaried,Married,Hyderabad,Doctorate,Train,Summer,Leisure,Online,No,Yes,No,No,Medium,High,Aware,1
4306,Female,36,3-6 LPA,Salaried,Single,Kolkata,Graduate,Train,Summer,Leisure,Online,No,Yes,No,No,High,High,Aware,1
4307,Female,23,10-15 LPA,Self-Employed,Single,Pune,Graduate,Own Vehicle,Winter,Leisure,Online,No,Yes,No,No,Low,Medium,Not Aware,1
4308,Female,52,6-10 LPA,Unemployed,Married,Pune,Post-Graduate,Bus,Summer,Family Visit,Offline Agent,Yes,No,Yes,No,Medium,Medium,Aware,0
4309,Female,25,3-6 LPA,Salaried,Married,Delhi,High School,Own Vehicle,Summer,Business,Online,No,Yes,No,No,Medium,Medium,Aware,1
4310,Male,40,3-6 LPA,Salaried,Single,Bangalore,Graduate,Flight,Summer,Leisure,Online,No,Yes,No,No,Medium,High,Not Aware,1
4311,Male,34,3-6 LPA,Salaried,Single,Mumbai,Graduate,Train,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
4312,Male,52,6-10 LPA,Salaried,Divorced,Ahmedabad,Doctorate,Train,Winter,Family Visit,Online,No,No,No,Yes,Low,Medium,Not Aware,0
4313,Female,46,6-10 LPA,Salaried,Single,Mumbai,Doctorate,Bus,Summer,Leisure,Direct Booking,No,No,Yes,Yes,Low,Medium,Not Aware,0
4314,Female,26,<3 LPA,Unemployed,Married,Kolkata,Post-Graduate,Train,Summer,Leisure,Online,No,No,No,No,Medium,High,Aware,0
4315,Male,56,3-6 LPA,Salaried,Married,Delhi,Graduate,Train,Summer,Business,Online,No,No,Yes,No,High,Medium,Aware,0
4316,Male,60,3-6 LPA,Student,Married,Hyderabad,Graduate,Own Vehicle,Winter,Leisure,Online,Yes,No,Yes,No,High,Medium,Aware,0
4317,Male,25,3-6 LPA,Salaried,Divorced,Chennai,Graduate,Bus,Summer,Leisure,Offline Agent,No,No,No,Yes,Medium,Medium,Not Aware,0
4318,Female,33,3-6 LPA,Student,Single,Kolkata,Post-Graduate,Bus,Summer,Pilgrimage,Online,No,No,Yes,Yes,High,Medium,Aware,0
4319,Female,52,10-15 LPA,Self-Employed,Married,Kolkata,Post-Graduate,Bus,Summer,Business,Online,Yes,No,Yes,Yes,Low,Low,Not Aware,0
4320,Male,36,3-6 LPA,Salaried,Married,Bangalore,Post-Graduate,Train,Monsoon,Family Visit,Offline Agent,No,No,Yes,Yes,High,High,Not Aware,0
4321,Male,21,6-10 LPA,Unemployed,Divorced,Bangalore,High School,Own Vehicle,Monsoon,Business,Offline Agent,No,No,Yes,No,Medium,High,Aware,0
4322,Male,33,6-10 LPA,Salaried,Married,Pune,Graduate,Flight,Summer,Leisure,Online,No,Yes,Yes,No,Low,Medium,Aware,1
4323,Female,31,3-6 LPA,Self-Employed,Married,Pune,Graduate,Train,Summer,Family Visit,Online,No,No,No,No,Low,High,Aware,0
4324,Female,28,6-10 LPA,Student,Married,Kolkata,High School,Own Vehicle,Monsoon,Leisure,Direct Booking,No,No,Yes,No,Low,Low,Aware,0
4325,Female,45,6-10 LPA,Salaried,Single,Pune,Graduate,Flight,Summer,Pilgrimage,Online,Yes,No,Yes,Yes,Low,Low,Aware,1
4326,Male,60,3-6 LPA,Self-Employed,Single,Ahmedabad,High School,Train,Summer,Leisure,Online,Yes,No,Yes,No,High,High,Not Aware,0
4327,Male,52,10-15 LPA,Student,Single,Mumbai,Doctorate,Train,Winter,Pilgrimage,Direct Booking,No,Yes,Yes,Yes,Medium,Medium,Aware,1
4328,Female,44,3-6 LPA,Unemployed,Single,Kolkata,Post-Graduate,Flight,Monsoon,Family Visit,Online,No,No,Yes,No,High,High,Aware,0
4329,Male,48,10-15 LPA,Student,Married,Hyderabad,Graduate,Train,Monsoon,Leisure,Online,Yes,No,Yes,Yes,Medium,High,Aware,1
4330,Female,34,6-10 LPA,Salaried,Married,Chennai,Graduate,Train,Monsoon,Leisure,Offline Agent,No,No,Yes,Yes,Medium,High,Aware,0
4331,Male,23,6-10 LPA,Self-Employed,Married,Pune,Graduate,Train,Winter,Leisure,Online,No,No,Yes,Yes,Low,Medium,Aware,0
